港澳台,#genre#
CGNTV,http://cgntv-glive.ofsdelivery.net/live/_definst_/cgntv_kr02/chunklist.m3u8
Edaily TV,http://edaily.flive.skcdn.com:1935/high/livestream/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
NBS Korea Agricultural Br,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
Jasmin TV,http://109.71.162.112:1935/live/.jasminchannel.stream/playlist.m3u8
Animax ,https://livecdn.fptplay.net/a3/animaxport_hls.smil/chunklist_b2500000.m3u8
Animax,https://livecdn.fptplay.net/a3/animaxport_2000.stream/.m3u8
KBS World[1024*576][1024*,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
Channel V,http://livecdn.fptplay.net/foxlive/channelv_hls.smil/chunklist_b2500000.m3u8
Outdoor,http://livecdn.fptplay.net/world/outdoorf_hls.smil/chunklist_b2500000.m3u8
AFC,https://livecdn.fptplay.net/world/afc_hls.smil/chunklist_b2500000.m3u8
FOX,https://livecdn.fptplay.net/foxlive/foxlife_2000.stream/chunklist.m3u8
国家地理,https://livecdn.fptplay.net/foxlive/natgeo_hls.smil/chunklist_b2500000.m3u8
DWNews,https://livecdn.fptplay.net/world/dwenglish_hls.smil/chunklist_b2500000.m3u8
FOX,https://livecdn.fptplay.net/foxlive/fox_hls.smil/chunklist_b2500000.m3u8
FOXMovie,https://livecdn.fptplay.net/foxlive/foxmovies_hls.smil/chunklist_b2500000.m3u8
Outdoor,https://livecdn.fptplay.net/world/outdoorf_hls.smil/chunklist_b2500000.m3u8
Baby TV Eng,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Kids TV,http://198.16.106.62:8278/streams/d/KidsTV/playlist.m3u8
Disney Channel,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disney Junior,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
BBCWorldNews,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
SKYnews,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/05.m3u8
央视,#genre#
CCTV1,http://223.110.243.159/ott.js.chinamobile.com/PLTV/3/224/3221227725/index.m3u8
CCTV2,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV3,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV4,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV6,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227664/index.m3u8
CCTV7,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV8,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227629/index.m3u8
CCTV9,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227614/index.m3u8
CCTV10,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV11,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV12,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctvxw/1300000/mnf.m3u8
CCTV14,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227656/index.m3u8
CCTV11,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227524/index.m3u8
CCTV15,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV10,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV10,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227317/index.m3u8
CCTV10 ,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
CCTV12,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV13 ,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CCTV14 ,http://183.207.249.106/ott.js.chinamobile.com/PLTV/3/224/3221227201/index.m3u8
CCTV17,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
CCTV14,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8
CCTV15,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV17,http://183.207.248.110/ott.js.chinamobile.com/PLTV/3/224/3221227578/index.m3u8
CCTV17,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227589/index.m3u8
CCTV17,http://183.207.249.237/ott.js.chinamobile.com/PLTV/3/224/3221227592/index.m3u8
CCTV1,http://39.134.39.39/PLTV/88888888/224/3221226247/index.m3u8
CCTV2,http://39.134.39.39/PLTV/88888888/224/3221226220/index.m3u8
CCTV5,http://39.134.39.39/PLTV/88888888/224/3221226146/index.m3u8
CCTV5,http://39.134.39.39/PLTV/88888888/224/3221226151/index.m3u8
CCTV6,http://39.134.39.39/PLTV/88888888/224/3221226148/index.m3u8
CCTV6,http://39.134.39.39/PLTV/88888888/224/3221226226/index.m3u8
CCTV8,http://39.134.39.39/PLTV/88888888/224/3221226150/index.m3u8
CCTV8,http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8
CCTV10,http://39.134.39.39/PLTV/88888888/224/3221226164/index.m3u8
CCTV14,http://39.134.39.39/PLTV/88888888/224/3221226166/index.m3u8
其它,#genre#
SiTV动漫秀场 ,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
SiTV极速汽车 ,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8
SiTV极速汽车 7.5M1080,http://39.134.39.39/PLTV/88888888/224/3221226310/index.m3u8
SiTV欢笑剧场 ,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8
SiTV游戏风云 ,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8
SiTV游戏风云 7.5M1080,http://39.134.39.39/PLTV/88888888/224/3221226337/index.m3u8
SiTV都市剧场 ,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
SiTV都市剧场,http://223.110.243.160/ott.js.chinamobile.com/PLTV/3/224/3221227710/index.m3u8
NewTV潮妈辣婆,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227527/index.m3u8
NewTV中国功夫 ,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227530/index.m3u8
NewTV怡伴健康 ,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227612/index.m3u8
NewTV军事评论 ,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场 ,http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227603/index.m3u8
NewTV农业致富 ,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227588/index.m3u8
NewTV动作电影 ,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227606/index.m3u8
NewTV古装剧场 ,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227542/index.m3u8
NewTV家庭剧场 ,http://223.110.243.164/ott.js.chinamobile.com/PLTV/3/224/3221227600/index.m3u8
NewTV惊悚悬疑 ,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227536/index.m3u8
NewTV武搏世界 ,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227533/index.m3u8
NewTV炫舞未来 ,http://183.207.249.229/ott.js.chinamobile.com/PLTV/3/224/3221227475/index.m3u8
NewTV爱情喜剧 ,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227548/index.m3u8
NewTV精品体育 ,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧 ,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录 ,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227547/index.m3u8
NewTV金牌综艺 ,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227541/index.m3u8
NewTV明星大片 ,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
上海外语 ,http://39.134.39.39/PLTV/88888888/224/3221226201/index.m3u8
上海第一财经 ,http://39.134.39.39/PLTV/88888888/224/3221226172/index.m3u8
上海纪实人文 ,http://39.134.39.39/PLTV/88888888/224/3221226174/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226130/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226132/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226134/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226136/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226138/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226141/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226147/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226149/index.m3u8
百事通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226153/index.m3u8
百视通体育 ,http://39.134.39.39/PLTV/88888888/224/3221226145/index.m3u8
咪咕视频1,http://39.134.39.39/PLTV/88888888/224/3221226104/index.m3u8
咪咕视频2,http://39.134.39.39/PLTV/88888888/224/3221226106/index.m3u8
咪咕视频3,http://39.134.39.39/PLTV/88888888/224/3221226108/index.m3u8
咪咕视频4,http://39.134.39.39/PLTV/88888888/224/3221226110/index.m3u8
咪咕视频5,http://39.134.39.39/PLTV/88888888/224/3221226112/index.m3u8
咪咕视频6,http://39.134.39.39/PLTV/88888888/224/3221226123/index.m3u8
咪咕视频7,http://39.134.39.39/PLTV/88888888/224/3221226125/index.m3u8
咪咕视频8,http://39.134.39.39/PLTV/88888888/224/3221226196/index.m3u8
咪咕视频9,http://39.134.39.39/PLTV/88888888/224/3221226215/index.m3u8
咪咕视频10,http://39.134.39.39/PLTV/88888888/224/3221226217/index.m3u8
咪咕视频11,http://39.134.39.39/PLTV/88888888/224/3221226219/index.m3u8
咪咕视频12,http://39.134.39.39/PLTV/88888888/224/3221226221/index.m3u8
咪咕视频13,http://39.134.39.39/PLTV/88888888/224/3221226223/index.m3u8
咪咕视频14,http://39.134.39.39/PLTV/88888888/224/3221226225/index.m3u8
咪咕视频15,http://39.134.39.39/PLTV/88888888/224/3221226229/index.m3u8
咪咕视频16,http://39.134.39.39/PLTV/88888888/224/3221226188/index.m3u8
咪咕视频17,http://39.134.39.39/PLTV/88888888/224/3221226102/index.m3u8
咪咕视频18,http://39.134.39.39/PLTV/88888888/224/3221226190/index.m3u8
BTV影视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?time=
BTV文艺,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?time=
BTV青年,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?time=
BTV生活,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?time=
BTV科教,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?time=
BTV财经,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?time=
电影5_斗鱼,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
电影6_斗鱼,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
电影8_斗鱼,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
电影14_斗鱼,http://dyscdnali1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
电影16_斗鱼,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
电影18_斗鱼,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
电影21_斗鱼,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
电影44_斗鱼,http://dyscdnali1.douyucdn.cn/live/2935323rnTpNsu74.flv?uuid=
